,fields_input
971,frac_inen_energy_mining_solar
972,frac_inen_energy_mining_solid_biomass
973,frac_inen_energy_other_product_manufacturing_coal
974,frac_inen_energy_other_product_manufacturing_coke
975,frac_inen_energy_other_product_manufacturing_diesel
976,frac_inen_energy_other_product_manufacturing_electricity
977,frac_inen_energy_other_product_manufacturing_furnace_gas
978,frac_inen_energy_other_product_manufacturing_gasoline
979,frac_inen_energy_other_product_manufacturing_hydrocarbon_gas_liquids
980,frac_inen_energy_other_product_manufacturing_hydrogen
981,frac_inen_energy_other_product_manufacturing_kerosene
982,frac_inen_energy_other_product_manufacturing_natural_gas
983,frac_inen_energy_other_product_manufacturing_oil
984,frac_inen_energy_other_product_manufacturing_solar
985,frac_inen_energy_other_product_manufacturing_solid_biomass
986,frac_inen_energy_paper_coal
987,frac_inen_energy_paper_coke
988,frac_inen_energy_paper_diesel
989,frac_inen_energy_paper_electricity
990,frac_inen_energy_paper_furnace_gas
991,frac_inen_energy_paper_gasoline
992,frac_inen_energy_paper_hydrocarbon_gas_liquids
993,frac_inen_energy_paper_hydrogen
994,frac_inen_energy_paper_kerosene
995,frac_inen_energy_paper_natural_gas
996,frac_inen_energy_paper_oil
997,frac_inen_energy_paper_solar
998,frac_inen_energy_paper_solid_biomass
999,frac_inen_energy_plastic_coal
1000,frac_inen_energy_plastic_coke
1001,frac_inen_energy_plastic_diesel
1002,frac_inen_energy_plastic_electricity
1003,frac_inen_energy_plastic_furnace_gas
1004,frac_inen_energy_plastic_gasoline
1005,frac_inen_energy_plastic_hydrocarbon_gas_liquids
1006,frac_inen_energy_plastic_hydrogen
1007,frac_inen_energy_plastic_kerosene
1008,frac_inen_energy_plastic_natural_gas
1009,frac_inen_energy_plastic_oil
1010,frac_inen_energy_plastic_solar
1011,frac_inen_energy_plastic_solid_biomass
1012,frac_inen_energy_recycled_glass_coal
1013,frac_inen_energy_recycled_glass_coke
1014,frac_inen_energy_recycled_glass_diesel
1015,frac_inen_energy_recycled_glass_electricity
1016,frac_inen_energy_recycled_glass_furnace_gas
1017,frac_inen_energy_recycled_glass_gasoline
1018,frac_inen_energy_recycled_glass_hydrocarbon_gas_liquids
1019,frac_inen_energy_recycled_glass_hydrogen
1020,frac_inen_energy_recycled_glass_kerosene
1021,frac_inen_energy_recycled_glass_natural_gas
1022,frac_inen_energy_recycled_glass_oil
1023,frac_inen_energy_recycled_glass_solar
1024,frac_inen_energy_recycled_glass_solid_biomass
1025,frac_inen_energy_recycled_metals_coal
1026,frac_inen_energy_recycled_metals_coke
1027,frac_inen_energy_recycled_metals_diesel
1028,frac_inen_energy_recycled_metals_electricity
1029,frac_inen_energy_recycled_metals_furnace_gas
1030,frac_inen_energy_recycled_metals_gasoline
1031,frac_inen_energy_recycled_metals_hydrocarbon_gas_liquids
1032,frac_inen_energy_recycled_metals_hydrogen
1033,frac_inen_energy_recycled_metals_kerosene
1034,frac_inen_energy_recycled_metals_natural_gas
1035,frac_inen_energy_recycled_metals_oil
1036,frac_inen_energy_recycled_metals_solar
1037,frac_inen_energy_recycled_metals_solid_biomass
1038,frac_inen_energy_recycled_paper_coal
1039,frac_inen_energy_recycled_paper_coke
1040,frac_inen_energy_recycled_paper_diesel
1041,frac_inen_energy_recycled_paper_electricity
1042,frac_inen_energy_recycled_paper_furnace_gas
1043,frac_inen_energy_recycled_paper_gasoline
1044,frac_inen_energy_recycled_paper_hydrocarbon_gas_liquids
1045,frac_inen_energy_recycled_paper_hydrogen
1046,frac_inen_energy_recycled_paper_kerosene
1047,frac_inen_energy_recycled_paper_natural_gas
1048,frac_inen_energy_recycled_paper_oil
1049,frac_inen_energy_recycled_paper_solar
1050,frac_inen_energy_recycled_paper_solid_biomass
1051,frac_inen_energy_recycled_plastic_coal
1052,frac_inen_energy_recycled_plastic_coke
1053,frac_inen_energy_recycled_plastic_diesel
1054,frac_inen_energy_recycled_plastic_electricity
1055,frac_inen_energy_recycled_plastic_furnace_gas
1056,frac_inen_energy_recycled_plastic_gasoline
1057,frac_inen_energy_recycled_plastic_hydrocarbon_gas_liquids
1058,frac_inen_energy_recycled_plastic_hydrogen
1059,frac_inen_energy_recycled_plastic_kerosene
1060,frac_inen_energy_recycled_plastic_natural_gas
1061,frac_inen_energy_recycled_plastic_oil
1062,frac_inen_energy_recycled_plastic_solar
1063,frac_inen_energy_recycled_plastic_solid_biomass
1064,frac_inen_energy_recycled_rubber_and_leather_coal
1065,frac_inen_energy_recycled_rubber_and_leather_coke
1066,frac_inen_energy_recycled_rubber_and_leather_diesel
1067,frac_inen_energy_recycled_rubber_and_leather_electricity
1068,frac_inen_energy_recycled_rubber_and_leather_furnace_gas
1069,frac_inen_energy_recycled_rubber_and_leather_gasoline
1070,frac_inen_energy_recycled_rubber_and_leather_hydrocarbon_gas_liquids
1071,frac_inen_energy_recycled_rubber_and_leather_hydrogen
1072,frac_inen_energy_recycled_rubber_and_leather_kerosene
1073,frac_inen_energy_recycled_rubber_and_leather_natural_gas
1074,frac_inen_energy_recycled_rubber_and_leather_oil
1075,frac_inen_energy_recycled_rubber_and_leather_solar
1076,frac_inen_energy_recycled_rubber_and_leather_solid_biomass
1077,frac_inen_energy_recycled_textiles_coal
1078,frac_inen_energy_recycled_textiles_coke
1079,frac_inen_energy_recycled_textiles_diesel
1080,frac_inen_energy_recycled_textiles_electricity
1081,frac_inen_energy_recycled_textiles_furnace_gas
1082,frac_inen_energy_recycled_textiles_gasoline
1083,frac_inen_energy_recycled_textiles_hydrocarbon_gas_liquids
1084,frac_inen_energy_recycled_textiles_hydrogen
1085,frac_inen_energy_recycled_textiles_kerosene
1086,frac_inen_energy_recycled_textiles_natural_gas
1087,frac_inen_energy_recycled_textiles_oil
1088,frac_inen_energy_recycled_textiles_solar
1089,frac_inen_energy_recycled_textiles_solid_biomass
1090,frac_inen_energy_recycled_wood_coal
1091,frac_inen_energy_recycled_wood_coke
1092,frac_inen_energy_recycled_wood_diesel
1093,frac_inen_energy_recycled_wood_electricity
1094,frac_inen_energy_recycled_wood_furnace_gas
1095,frac_inen_energy_recycled_wood_gasoline
1096,frac_inen_energy_recycled_wood_hydrocarbon_gas_liquids
1097,frac_inen_energy_recycled_wood_hydrogen
1098,frac_inen_energy_recycled_wood_kerosene
1099,frac_inen_energy_recycled_wood_natural_gas
1100,frac_inen_energy_recycled_wood_oil
1101,frac_inen_energy_recycled_wood_solar
1102,frac_inen_energy_recycled_wood_solid_biomass
1103,frac_inen_energy_rubber_and_leather_coal
1104,frac_inen_energy_rubber_and_leather_coke
1105,frac_inen_energy_rubber_and_leather_diesel
1106,frac_inen_energy_rubber_and_leather_electricity
1107,frac_inen_energy_rubber_and_leather_furnace_gas
1108,frac_inen_energy_rubber_and_leather_gasoline
1109,frac_inen_energy_rubber_and_leather_hydrocarbon_gas_liquids
1110,frac_inen_energy_rubber_and_leather_hydrogen
1111,frac_inen_energy_rubber_and_leather_kerosene
1112,frac_inen_energy_rubber_and_leather_natural_gas
1113,frac_inen_energy_rubber_and_leather_oil
1114,frac_inen_energy_rubber_and_leather_solar
1115,frac_inen_energy_rubber_and_leather_solid_biomass
1116,frac_inen_energy_textiles_coal
1117,frac_inen_energy_textiles_coke
1118,frac_inen_energy_textiles_diesel
1119,frac_inen_energy_textiles_electricity
1120,frac_inen_energy_textiles_furnace_gas
1121,frac_inen_energy_textiles_gasoline
1122,frac_inen_energy_textiles_hydrocarbon_gas_liquids
1123,frac_inen_energy_textiles_hydrogen
1124,frac_inen_energy_textiles_kerosene
1125,frac_inen_energy_textiles_natural_gas
1126,frac_inen_energy_textiles_oil
1127,frac_inen_energy_textiles_solar
1128,frac_inen_energy_textiles_solid_biomass
1129,frac_inen_energy_wood_coal
1130,frac_inen_energy_wood_coke
1131,frac_inen_energy_wood_diesel
1132,frac_inen_energy_wood_electricity
1133,frac_inen_energy_wood_furnace_gas
1134,frac_inen_energy_wood_gasoline
1135,frac_inen_energy_wood_hydrocarbon_gas_liquids
1136,frac_inen_energy_wood_hydrogen
1137,frac_inen_energy_wood_kerosene
1138,frac_inen_energy_wood_natural_gas
1139,frac_inen_energy_wood_oil
1140,frac_inen_energy_wood_solar
1141,frac_inen_energy_wood_solid_biomass
1142,frac_ippu_cement_clinker
1143,frac_ippu_production_with_co2_capture_cement
1144,frac_ippu_production_with_co2_capture_chemicals
1145,frac_ippu_production_with_co2_capture_glass
1146,frac_ippu_production_with_co2_capture_lime_and_carbonite
1147,frac_ippu_production_with_co2_capture_metals
1148,frac_ippu_production_with_co2_capture_plastic
1149,frac_lndu_grasslands_cl1_temperate
1150,frac_lndu_grasslands_cl1_tropical
1151,frac_lndu_grasslands_cl2_dry
1152,frac_lndu_grasslands_cl2_wet
1153,frac_lndu_improved_grasslands
1154,frac_lndu_increasing_net_exports_met_croplands
1155,frac_lndu_increasing_net_exports_met_grasslands
1156,frac_lndu_increasing_net_imports_met_croplands
1157,frac_lndu_increasing_net_imports_met_grasslands
1158,frac_lndu_initial_croplands
1159,frac_lndu_initial_forests_mangroves
1160,frac_lndu_initial_forests_primary
1161,frac_lndu_initial_forests_secondary
1162,frac_lndu_initial_grasslands
1163,frac_lndu_initial_other
1164,frac_lndu_initial_settlements
1165,frac_lndu_initial_wetlands
1166,frac_lndu_other_cl2_dry
1167,frac_lndu_other_cl2_wet
1168,frac_lndu_proportion_grasslands_pasture
1169,frac_lndu_receiving_fertilizer_croplands
1170,frac_lndu_receiving_fertilizer_grasslands
1171,frac_lndu_settlements_cl2_dry
1172,frac_lndu_settlements_cl2_wet
1173,frac_lndu_soil_mineral_croplands
1174,frac_lndu_soil_mineral_forests_mangroves
1175,frac_lndu_soil_mineral_forests_primary
1176,frac_lndu_soil_mineral_forests_secondary
1177,frac_lndu_soil_mineral_grasslands
1178,frac_lndu_soil_mineral_other
1179,frac_lndu_soil_mineral_settlements
1180,frac_lsmm_manure_to_fertilizer_anaerobic_lagoon
1181,frac_lsmm_manure_to_fertilizer_daily_spread
1182,frac_lsmm_manure_to_fertilizer_deep_bedding
1183,frac_lsmm_manure_to_fertilizer_dry_lot
1184,frac_lsmm_manure_to_fertilizer_incineration
1185,frac_lsmm_manure_to_fertilizer_liquid_slurry
1186,frac_lsmm_manure_to_fertilizer_poultry_manure
1187,frac_lsmm_manure_to_fertilizer_storage_solid
1188,frac_lsmm_n_loss_leaching_anaerobic_digester
1189,frac_lsmm_n_loss_leaching_anaerobic_lagoon
1190,frac_lsmm_n_loss_leaching_composting
1191,frac_lsmm_n_loss_leaching_daily_spread
1192,frac_lsmm_n_loss_leaching_deep_bedding
1193,frac_lsmm_n_loss_leaching_dry_lot
1194,frac_lsmm_n_loss_leaching_incineration
1195,frac_lsmm_n_loss_leaching_liquid_slurry
1196,frac_lsmm_n_loss_leaching_paddock_pasture_range
1197,frac_lsmm_n_loss_leaching_poultry_manure
1198,frac_lsmm_n_loss_leaching_storage_solid
1199,frac_lsmm_n_loss_volatilisation_anaerobic_digester
1200,frac_lsmm_n_loss_volatilisation_anaerobic_lagoon
1201,frac_lsmm_n_loss_volatilisation_composting
1202,frac_lsmm_n_loss_volatilisation_daily_spread
1203,frac_lsmm_n_loss_volatilisation_deep_bedding
1204,frac_lsmm_n_loss_volatilisation_dry_lot
1205,frac_lsmm_n_loss_volatilisation_incineration
1206,frac_lsmm_n_loss_volatilisation_liquid_slurry
1207,frac_lsmm_n_loss_volatilisation_paddock_pasture_range
1208,frac_lsmm_n_loss_volatilisation_poultry_manure
1209,frac_lsmm_n_loss_volatilisation_storage_solid
1210,frac_lvst_livestock_demand_imported_buffalo
1211,frac_lvst_livestock_demand_imported_cattle_dairy
1212,frac_lvst_livestock_demand_imported_cattle_nondairy
1213,frac_lvst_livestock_demand_imported_chickens
1214,frac_lvst_livestock_demand_imported_goats
1215,frac_lvst_livestock_demand_imported_horses
1216,frac_lvst_livestock_demand_imported_mules
1217,frac_lvst_livestock_demand_imported_pigs
1218,frac_lvst_livestock_demand_imported_sheep
1219,frac_lvst_mm_buffalo_anaerobic_digester
1220,frac_lvst_mm_buffalo_anaerobic_lagoon
1221,frac_lvst_mm_buffalo_composting
1222,frac_lvst_mm_buffalo_daily_spread
1223,frac_lvst_mm_buffalo_deep_bedding
1224,frac_lvst_mm_buffalo_dry_lot
1225,frac_lvst_mm_buffalo_incineration
1226,frac_lvst_mm_buffalo_liquid_slurry
1227,frac_lvst_mm_buffalo_paddock_pasture_range
1228,frac_lvst_mm_buffalo_poultry_manure
1229,frac_lvst_mm_buffalo_solid_storage
1230,frac_lvst_mm_cattle_dairy_anaerobic_digester
1231,frac_lvst_mm_cattle_dairy_anaerobic_lagoon
1232,frac_lvst_mm_cattle_dairy_composting
1233,frac_lvst_mm_cattle_dairy_daily_spread
1234,frac_lvst_mm_cattle_dairy_deep_bedding
1235,frac_lvst_mm_cattle_dairy_dry_lot
1236,frac_lvst_mm_cattle_dairy_incineration
1237,frac_lvst_mm_cattle_dairy_liquid_slurry
1238,frac_lvst_mm_cattle_dairy_paddock_pasture_range
1239,frac_lvst_mm_cattle_dairy_poultry_manure
1240,frac_lvst_mm_cattle_dairy_solid_storage
1241,frac_lvst_mm_cattle_nondairy_anaerobic_digester
1242,frac_lvst_mm_cattle_nondairy_anaerobic_lagoon
1243,frac_lvst_mm_cattle_nondairy_composting
1244,frac_lvst_mm_cattle_nondairy_daily_spread
1245,frac_lvst_mm_cattle_nondairy_deep_bedding
1246,frac_lvst_mm_cattle_nondairy_dry_lot
1247,frac_lvst_mm_cattle_nondairy_incineration
1248,frac_lvst_mm_cattle_nondairy_liquid_slurry
1249,frac_lvst_mm_cattle_nondairy_paddock_pasture_range
1250,frac_lvst_mm_cattle_nondairy_poultry_manure
1251,frac_lvst_mm_cattle_nondairy_solid_storage
1252,frac_lvst_mm_chickens_anaerobic_digester
1253,frac_lvst_mm_chickens_anaerobic_lagoon
1254,frac_lvst_mm_chickens_composting
1255,frac_lvst_mm_chickens_daily_spread
1256,frac_lvst_mm_chickens_deep_bedding
1257,frac_lvst_mm_chickens_dry_lot
1258,frac_lvst_mm_chickens_incineration
1259,frac_lvst_mm_chickens_liquid_slurry
1260,frac_lvst_mm_chickens_paddock_pasture_range
1261,frac_lvst_mm_chickens_poultry_manure
1262,frac_lvst_mm_chickens_solid_storage
1263,frac_lvst_mm_goats_anaerobic_digester
1264,frac_lvst_mm_goats_anaerobic_lagoon
1265,frac_lvst_mm_goats_composting
1266,frac_lvst_mm_goats_daily_spread
1267,frac_lvst_mm_goats_deep_bedding
1268,frac_lvst_mm_goats_dry_lot
1269,frac_lvst_mm_goats_incineration
1270,frac_lvst_mm_goats_liquid_slurry
1271,frac_lvst_mm_goats_paddock_pasture_range
1272,frac_lvst_mm_goats_poultry_manure
1273,frac_lvst_mm_goats_solid_storage
1274,frac_lvst_mm_horses_anaerobic_digester
1275,frac_lvst_mm_horses_anaerobic_lagoon
1276,frac_lvst_mm_horses_composting
1277,frac_lvst_mm_horses_daily_spread
1278,frac_lvst_mm_horses_deep_bedding
1279,frac_lvst_mm_horses_dry_lot
1280,frac_lvst_mm_horses_incineration
1281,frac_lvst_mm_horses_liquid_slurry
1282,frac_lvst_mm_horses_paddock_pasture_range
1283,frac_lvst_mm_horses_poultry_manure
1284,frac_lvst_mm_horses_solid_storage
1285,frac_lvst_mm_mules_anaerobic_digester
1286,frac_lvst_mm_mules_anaerobic_lagoon
1287,frac_lvst_mm_mules_composting
1288,frac_lvst_mm_mules_daily_spread
1289,frac_lvst_mm_mules_deep_bedding
1290,frac_lvst_mm_mules_dry_lot
1291,frac_lvst_mm_mules_incineration
1292,frac_lvst_mm_mules_liquid_slurry
1293,frac_lvst_mm_mules_paddock_pasture_range
1294,frac_lvst_mm_mules_poultry_manure
1295,frac_lvst_mm_mules_solid_storage
1296,frac_lvst_mm_pigs_anaerobic_digester
1297,frac_lvst_mm_pigs_anaerobic_lagoon
1298,frac_lvst_mm_pigs_composting
1299,frac_lvst_mm_pigs_daily_spread
1300,frac_lvst_mm_pigs_deep_bedding
1301,frac_lvst_mm_pigs_dry_lot
1302,frac_lvst_mm_pigs_incineration
1303,frac_lvst_mm_pigs_liquid_slurry
1304,frac_lvst_mm_pigs_paddock_pasture_range
1305,frac_lvst_mm_pigs_poultry_manure
1306,frac_lvst_mm_pigs_solid_storage
1307,frac_lvst_mm_sheep_anaerobic_digester
1308,frac_lvst_mm_sheep_anaerobic_lagoon
1309,frac_lvst_mm_sheep_composting
1310,frac_lvst_mm_sheep_daily_spread
1311,frac_lvst_mm_sheep_deep_bedding
1312,frac_lvst_mm_sheep_dry_lot
1313,frac_lvst_mm_sheep_incineration
1314,frac_lvst_mm_sheep_liquid_slurry
1315,frac_lvst_mm_sheep_paddock_pasture_range
1316,frac_lvst_mm_sheep_poultry_manure
1317,frac_lvst_mm_sheep_solid_storage
1318,frac_lvst_n_in_dung
1319,frac_scoe_heat_energy_commercial_municipal_coal
1320,frac_scoe_heat_energy_commercial_municipal_diesel
1321,frac_scoe_heat_energy_commercial_municipal_electricity
1322,frac_scoe_heat_energy_commercial_municipal_gasoline
1323,frac_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids
1324,frac_scoe_heat_energy_commercial_municipal_hydrogen
1325,frac_scoe_heat_energy_commercial_municipal_kerosene
1326,frac_scoe_heat_energy_commercial_municipal_natural_gas
1327,frac_scoe_heat_energy_commercial_municipal_solid_biomass
1328,frac_scoe_heat_energy_other_se_coal
1329,frac_scoe_heat_energy_other_se_diesel
1330,frac_scoe_heat_energy_other_se_electricity
1331,frac_scoe_heat_energy_other_se_gasoline
1332,frac_scoe_heat_energy_other_se_hydrocarbon_gas_liquids
1333,frac_scoe_heat_energy_other_se_hydrogen
1334,frac_scoe_heat_energy_other_se_kerosene
1335,frac_scoe_heat_energy_other_se_natural_gas
1336,frac_scoe_heat_energy_other_se_solid_biomass
1337,frac_scoe_heat_energy_residential_coal
1338,frac_scoe_heat_energy_residential_diesel
1339,frac_scoe_heat_energy_residential_electricity
1340,frac_scoe_heat_energy_residential_gasoline
1341,frac_scoe_heat_energy_residential_hydrocarbon_gas_liquids
1342,frac_scoe_heat_energy_residential_hydrogen
1343,frac_scoe_heat_energy_residential_kerosene
1344,frac_scoe_heat_energy_residential_natural_gas
1345,frac_scoe_heat_energy_residential_solid_biomass
1346,frac_sludge_compliant_treated_septic
1347,frac_soil_gasf_n_volatilisation_synthetic_fertilizer_non_urea
1348,frac_soil_gasf_n_volatilisation_synthetic_fertilizer_urea
1349,frac_soil_gasm_n_volatilisation_organic_amendments_fertilizer
1350,frac_soil_leachh_n_lost_to_leaching
1351,frac_soil_synthetic_fertilizer_urea
1352,frac_trns_fuelmix_aviation_electricity
1353,frac_trns_fuelmix_aviation_hydrogen
1354,frac_trns_fuelmix_aviation_kerosene
1355,frac_trns_fuelmix_powered_bikes_electricity
1356,frac_trns_fuelmix_powered_bikes_gasoline
1357,frac_trns_fuelmix_public_biofuels
1358,frac_trns_fuelmix_public_diesel
1359,frac_trns_fuelmix_public_electricity
1360,frac_trns_fuelmix_public_gasoline
1361,frac_trns_fuelmix_public_hydrocarbon_gas_liquids
1362,frac_trns_fuelmix_public_hydrogen
1363,frac_trns_fuelmix_public_natural_gas
1364,frac_trns_fuelmix_rail_freight_diesel
1365,frac_trns_fuelmix_rail_freight_electricity
1366,frac_trns_fuelmix_rail_freight_hydrogen
1367,frac_trns_fuelmix_rail_freight_natural_gas
1368,frac_trns_fuelmix_rail_passenger_diesel
1369,frac_trns_fuelmix_rail_passenger_electricity
1370,frac_trns_fuelmix_rail_passenger_hydrogen
1371,frac_trns_fuelmix_rail_passenger_natural_gas
1372,frac_trns_fuelmix_road_heavy_freight_biofuels
1373,frac_trns_fuelmix_road_heavy_freight_diesel
1374,frac_trns_fuelmix_road_heavy_freight_electricity
1375,frac_trns_fuelmix_road_heavy_freight_gasoline
1376,frac_trns_fuelmix_road_heavy_freight_hydrocarbon_gas_liquids
1377,frac_trns_fuelmix_road_heavy_freight_hydrogen
1378,frac_trns_fuelmix_road_heavy_freight_natural_gas
1379,frac_trns_fuelmix_road_heavy_regional_biofuels
1380,frac_trns_fuelmix_road_heavy_regional_diesel
1381,frac_trns_fuelmix_road_heavy_regional_electricity
1382,frac_trns_fuelmix_road_heavy_regional_gasoline
1383,frac_trns_fuelmix_road_heavy_regional_hydrocarbon_gas_liquids
1384,frac_trns_fuelmix_road_heavy_regional_hydrogen
1385,frac_trns_fuelmix_road_heavy_regional_natural_gas
1386,frac_trns_fuelmix_road_light_biofuels
1387,frac_trns_fuelmix_road_light_diesel
1388,frac_trns_fuelmix_road_light_electricity
1389,frac_trns_fuelmix_road_light_gasoline
1390,frac_trns_fuelmix_road_light_hydrocarbon_gas_liquids
1391,frac_trns_fuelmix_road_light_hydrogen
1392,frac_trns_fuelmix_water_borne_diesel
1393,frac_trns_fuelmix_water_borne_electricity
1394,frac_trns_fuelmix_water_borne_hydrogen
1395,frac_trns_fuelmix_water_borne_natural_gas
1396,frac_trns_mtkm_dem_freight_aviation
1397,frac_trns_mtkm_dem_freight_rail_freight
1398,frac_trns_mtkm_dem_freight_road_heavy_freight
1399,frac_trns_mtkm_dem_freight_water_borne
1400,frac_trns_pkm_dem_private_and_public_human_powered
1401,frac_trns_pkm_dem_private_and_public_powered_bikes
1402,frac_trns_pkm_dem_private_and_public_public
1403,frac_trns_pkm_dem_private_and_public_road_light
1404,frac_trns_pkm_dem_private_and_public_water_borne
1405,frac_trns_pkm_dem_regional_aviation
1406,frac_trns_pkm_dem_regional_rail_passenger
1407,frac_trns_pkm_dem_regional_road_heavy_regional
1408,frac_trns_pkm_dem_regional_road_light
1409,frac_trns_pkm_dem_regional_water_borne
1410,frac_trww_n_removed_treated_advanced_aerobic
1411,frac_trww_n_removed_treated_advanced_anaerobic
1412,frac_trww_n_removed_treated_latrine_improved
1413,frac_trww_n_removed_treated_latrine_unimproved
1414,frac_trww_n_removed_treated_primary
1415,frac_trww_n_removed_treated_secondary_aerobic
1416,frac_trww_n_removed_treated_secondary_anaerobic
1417,frac_trww_n_removed_treated_septic
1418,frac_trww_n_removed_untreated_no_sewerage
1419,frac_trww_n_removed_untreated_with_sewerage
1420,frac_trww_p_removed_treated_advanced_aerobic
1421,frac_trww_p_removed_treated_advanced_anaerobic
1422,frac_trww_p_removed_treated_latrine_improved
1423,frac_trww_p_removed_treated_latrine_unimproved
1424,frac_trww_p_removed_treated_primary
1425,frac_trww_p_removed_treated_secondary_aerobic
1426,frac_trww_p_removed_treated_secondary_anaerobic
1427,frac_trww_p_removed_treated_septic
1428,frac_trww_p_removed_untreated_no_sewerage
1429,frac_trww_p_removed_untreated_with_sewerage
1430,frac_trww_tow_removed_treated_advanced_aerobic
1431,frac_trww_tow_removed_treated_advanced_anaerobic
1432,frac_trww_tow_removed_treated_latrine_improved
1433,frac_trww_tow_removed_treated_latrine_unimproved
1434,frac_trww_tow_removed_treated_primary
1435,frac_trww_tow_removed_treated_secondary_aerobic
1436,frac_trww_tow_removed_treated_secondary_anaerobic
1437,frac_trww_tow_removed_treated_septic
1438,frac_trww_tow_removed_untreated_no_sewerage
1439,frac_trww_tow_removed_untreated_with_sewerage
1440,frac_wali_protein_in_diet_with_red_meat
1441,frac_wali_protein_in_diet_without_red_meat
1442,frac_wali_ww_domestic_rural_treatment_path_advanced_aerobic
1443,frac_wali_ww_domestic_rural_treatment_path_advanced_anaerobic
1444,frac_wali_ww_domestic_rural_treatment_path_latrine_improved
1445,frac_wali_ww_domestic_rural_treatment_path_latrine_unimproved
1446,frac_wali_ww_domestic_rural_treatment_path_primary
1447,frac_wali_ww_domestic_rural_treatment_path_secondary_aerobic
1448,frac_wali_ww_domestic_rural_treatment_path_secondary_anaerobic
1449,frac_wali_ww_domestic_rural_treatment_path_septic
1450,frac_wali_ww_domestic_rural_treatment_path_untreated_no_sewerage
1451,frac_wali_ww_domestic_rural_treatment_path_untreated_with_sewerage
1452,frac_wali_ww_domestic_urban_treatment_path_advanced_aerobic
1453,frac_wali_ww_domestic_urban_treatment_path_advanced_anaerobic
1454,frac_wali_ww_domestic_urban_treatment_path_latrine_improved
1455,frac_wali_ww_domestic_urban_treatment_path_latrine_unimproved
1456,frac_wali_ww_domestic_urban_treatment_path_primary
1457,frac_wali_ww_domestic_urban_treatment_path_secondary_aerobic
1458,frac_wali_ww_domestic_urban_treatment_path_secondary_anaerobic
1459,frac_wali_ww_domestic_urban_treatment_path_septic
1460,frac_wali_ww_domestic_urban_treatment_path_untreated_no_sewerage
1461,frac_wali_ww_domestic_urban_treatment_path_untreated_with_sewerage
1462,frac_wali_ww_industrial_treatment_path_advanced_aerobic
1463,frac_wali_ww_industrial_treatment_path_advanced_anaerobic
1464,frac_wali_ww_industrial_treatment_path_latrine_improved
1465,frac_wali_ww_industrial_treatment_path_latrine_unimproved
1466,frac_wali_ww_industrial_treatment_path_primary
1467,frac_wali_ww_industrial_treatment_path_secondary_aerobic
1468,frac_wali_ww_industrial_treatment_path_secondary_anaerobic
1469,frac_wali_ww_industrial_treatment_path_septic
1470,frac_wali_ww_industrial_treatment_path_untreated_no_sewerage
1471,frac_wali_ww_industrial_treatment_path_untreated_with_sewerage
1472,frac_waso_biogas_food
1473,frac_waso_biogas_sludge
1474,frac_waso_biogas_yard
1475,frac_waso_compost_food
1476,frac_waso_compost_methane_flared
1477,frac_waso_compost_sludge
1478,frac_waso_compost_yard
1479,frac_waso_initial_composition_ind_chemical_industrial
1480,frac_waso_initial_composition_ind_food
1481,frac_waso_initial_composition_ind_glass
1482,frac_waso_initial_composition_ind_metal
1483,frac_waso_initial_composition_ind_nappies
1484,frac_waso_initial_composition_ind_other
1485,frac_waso_initial_composition_ind_paper
1486,frac_waso_initial_composition_ind_plastic
1487,frac_waso_initial_composition_ind_rubber_leather
1488,frac_waso_initial_composition_ind_sludge
1489,frac_waso_initial_composition_ind_textiles
1490,frac_waso_initial_composition_ind_wood
1491,frac_waso_initial_composition_ind_yard
1492,frac_waso_initial_composition_mun_chemical_industrial
1493,frac_waso_initial_composition_mun_food
1494,frac_waso_initial_composition_mun_glass
1495,frac_waso_initial_composition_mun_metal
1496,frac_waso_initial_composition_mun_nappies
1497,frac_waso_initial_composition_mun_other
1498,frac_waso_initial_composition_mun_paper
1499,frac_waso_initial_composition_mun_plastic
1500,frac_waso_initial_composition_mun_rubber_leather
1501,frac_waso_initial_composition_mun_sludge
1502,frac_waso_initial_composition_mun_textiles
1503,frac_waso_initial_composition_mun_wood
1504,frac_waso_initial_composition_mun_yard
1505,frac_waso_isw_incinerated_recovered_for_energy
1506,frac_waso_landfill_gas_recovered
1507,frac_waso_lgc_recovered_for_energy
1508,frac_waso_msw_incinerated_recovered_for_energy
1509,frac_waso_non_recycled_incinerated
1510,frac_waso_non_recycled_landfilled
1511,frac_waso_non_recycled_open_dump
1512,frac_waso_recycled_glass
1513,frac_waso_recycled_metal
1514,frac_waso_recycled_paper
1515,frac_waso_recycled_plastic
1516,frac_waso_recycled_rubber_leather
1517,frac_waso_recycled_textiles
1518,frac_waso_recycled_wood
1519,fuelefficiency_trns_aviation_hydrogen_km_per_litre
1520,fuelefficiency_trns_aviation_kerosene_km_per_litre
1521,fuelefficiency_trns_powered_bikes_gasoline_km_per_litre
1522,fuelefficiency_trns_public_biofuels_km_per_litre
1523,fuelefficiency_trns_public_diesel_km_per_litre
1524,fuelefficiency_trns_public_gasoline_km_per_litre
1525,fuelefficiency_trns_public_hydrocarbon_gas_liquids_km_per_litre
1526,fuelefficiency_trns_public_hydrogen_km_per_litre
1527,fuelefficiency_trns_public_natural_gas_km_per_litre
1528,fuelefficiency_trns_rail_freight_diesel_km_per_litre
